Chapter,Verse,Word,MS_Bmg,MS_B,Categories,Subcategories,Subcategories,,,,,,,,,,,Line
16,2,7,,יראת,,,,,,,,,,,,,,8
16,2,8,,ייי׃,,,,,,,,,,,,,,8
16,3ab,1,,"
                    ",,,,,,,,,,,,,,9
16,3ab,2,,"
                    ",,,,,,,,,,,,,,9
16,3ab,3,,,,,,,,,,,,,,,,9
16,3ab,4,,ואל,,,,,,,,,,,,,,9
16,3ab,5,,תבטח,,,,,,,,,,,,,,9
16,3ab,6,,בחיליהם׃,,,,,,,,,,,,,,9
16,3cd,1,,"
                    ",,,,,,,,,,,,,,10
16,3cd,2,,"
                    ",,,,,,,,,,,,,,10
16,3cd,3,,,,,,,,,,,,,,,,10
16,3cd,4,,כ̊̊י̊̊,,,,,,,,,,,,,,10
16,3cd,5,,לא,,,,,,,,,,,,,,10
16,3cd,6,,תהיה,,,,,,,,,,,,,,10
16,3cd,7,,להם,,,,,,,,,,,,,,10
16,3cd,8,,אחרית,,,,,,,,,,,,,,10
16,3cd,9,,טובה׃,,,,,,,,,,,,,,10
16,3ef,1,,"
                    ",,,,,,,,,,,,,,11
16,3ef,2,,"
                    ",,,,,,,,,,,,,,11
16,3ef,3,,א̊̊חד,,,,,,,,,,,,,,11
16,3ef,4,,ע̇ו̇ש̇ה,,,,,,,,,,,,,,11
16,3ef,5,,רצון,,,,,,,,,,,,,,11
16,3ef,6,,אל,,,,,,,,,,,,,,11
16,3ef,7,,מאלף,,,,,,,,,,,,,,11
16,3ef,8,,ומות,,,,,,,,,,,,,,11
16,3ef,9,,ערירי,,,,,,,,,,,,,,11
16,3ef,10,,מאחרית,,,,,,,,,,,,,,11
16,3ef,11,,זדון,,,,,,,,,,,,,,11
16,3g,1,,,,,,,,,,,,,,,,12
16,3g,2,,מות,,,,,,,,,,,,,,12
16,3g,3,,ערירי,,,,,,,,,,,,,,12
16,3g,4,,ממי,,,,,,,,,,,,,,12
16,3g,5,,שיהיו,,,,,,,,,,,,,,12
16,3g,6,,לו,,,,,,,,,,,,,,12
16,3g,7,,בנים,,,,,,,,,,,,,,12
16,3g,8,,רבים,,,,,,,,,,,,,,12
16,3g,9,,בני,,,,,,,,,,,,,,12
16,3g,10,,עולה,,,,,,,,,,,,,,12
16,3g,11,,ומאחרית,,,,,,,,,,,,,,12
16,3g,12,,זדון׃,,,,,,,,,,,,,,12
16,4ab,1,,מאחד,,,,,,,,,,,,,,13
16,4ab,2,,ערירי,,,,,,,,,,,,,,13
16,4ab,3,,ירא,,,,,,,,,,,,,,13
16,4ab,4,,ייי,,,,,,,,,,,,,,13
16,4ab,5,,תשב̊̊,,,,,,,,,,,,,,13
16,4ab,6,,ע̊̊יר,,,,,,,,,,,,,,13
16,4ab,7,,וממשפחות,,,,,,,,,,,,,,13
16,4ab,8,,בוגדים,,,,,,,,,,,,,,13
16,4ab,9,,תחר̊̊ב̊̊׃,,,,,,,,,,,,,,13
16,4cd,1,,מאחד,,,,,,,,,,,,,,14
16,4cd,2,,מ̊̊,,,,,,,,,,,,,,14
16,4cd,3,,תשב̊̊,,,,,,,,,,,,,,14
16,4cd,4,,עי̇ר̇,,,,,,,,,,,,,,14
16,4cd,5,,וממשפחת,,,,,,,,,,,,,,14
16,4cd,6,,בוגדים,,,,,,,,,,,,,,14
16,4cd,7,,תחרב׃,,,,,,,,,,,,,,14
16,5,1,,ר̇ב̊̊ו̇ת̇,,,,,,,,,,,,,,15
16,5,2,,כ̇א̇ל̇ה̊̊,,,,,,,,,,,,,,15
16,5,3,,ר̊̊א̊̊ת̇ה̊̊,,,,,,,,,,,,,,15
16,5,4,,ע̇י̊̊נ̇י̊̊,,,,,,,,,,,,,,15
16,5,5,,ועצומות,,,,,,,,,,,,,,15
16,5,6,,כאלה,,,,,,,,,,,,,,15
16,5,7,,שמעה,,,,,,,,,,,,,,15
16,5,8,,אזני׃,,,,,,,,,,,,,,15
16,5,9,,יוקדת,,,,,,,,,,,,,,16
16,5,10,,אש,,,,,,,,,,,,,,16
16,6,1,,בעדת,,,,,,,,,,,,,,17
16,6,2,,רשע̇י̇ם̇,,,,,,,,,,,,,,17
16,6,3,יוקדת,ר̇שפ̇ה̇,Lexical,,,,,,,,,,,,,17
16,6,4,אש,לה֟בה,Lexical,Synonym,,,,,,,,,,,,17
16,6,5,,ובגוי,,,,,,,,,,,,,,17
16,6,6,,ח̇נף,,,,,,,,,,,,,,17
16,6,7,,נ̇צ̇ת̇ה̇,,,,,,,,,,,,,,17
16,6,8,,ח̊̊מ̊̊ה̊̊׃,,,,,,,,,,,,,,17
16,7,1,,אשר,,,,,,,,,,,,,,18
16,7,2,,לא,,,,,,,,,,,,,,18
16,7,3,,נשא,,,,,,,,,,,,,,18
16,7,4,,לנסיכי̇,,,,,,,,,,,,,,18
16,7,5,,קד̇ם,,,,,,,,,,,,,,18
16,7,6,,המורדים,,,,,,,,,,,,,,18
16,7,7,,֟ב̇ג̇ב̇ו̇רתם׃,,,,,,,,,,,,,,18
30,11,1,,אל,,,,,,,,,,,,,,1
30,11,2,,תמשילהו,,,,,,,,,,,,,,1
30,11,3,,בנעוריו,,,,,,,,,,,,,,1
30,11,4,,ואל,,,,,,,,,,,,,,1
30,11,5,,תשא,,,,,,,,,,,,,,1
30,11,6,מש׳,לש֟חיתותיו׃,Morphological,Preposition,,,,,,,,,,,,1
30,12ab,1,,כפתן,,,,,,,,,,,,,,2
30,12ab,2,,על,,,,,,,,,,,,,,2
30,12ab,3,,חי,,,,,,,,,,,,,,2
30,12ab,4,,תפגע,,,,,,,,,,,,,,2
30,12ab,5,,רציץ,,,,,,,,,,,,,,2
30,12ab,6,,מתניו,,,,,,,,,,,,,,2
30,12ab,7,,שעודנו,,,,,,,,,,,,,,2
30,12ab,8,,נער׃,,,,,,,,,,,,,,2
30,12cd,1,,כיף,,,,,,,,,,,,,,3
30,12cd,2,,ראשו,,,,,,,,,,,,,,3
30,12cd,3,,בנערותו,,,,,,,,,,,,,,3
30,12cd,4,,ובקע,,,,,,,,,,,,,,3
30,12cd,5,,מתניו,,,,,,,,,,,,,,3
30,12cd,6,,כשהוא,,,,,,,,,,,,,,3
30,12cd,7,,קטן׃,,,,,,,,,,,,,,3
30,12ef,1,,למה,,,,,,,,,,,,,,4
30,12ef,2,יקשיח,ישק֟֟ה,Lexical,Metathesis,,,,,,,,,,,,4
30,12ef,2,ישקיח,ישק֟֟ה,Morphological,Grammatical,,,,,,,,,,,,4
30,12ef,3,,ומרה,,,,,,,,,,,,,,4
30,12ef,4,,בך,,,,,,,,,,,,,,4
30,12ef,5,ילוד,ונו֟לד,Morphological,Grammatical,,,,,,,,,,,,4
,,,ילד,,Plus_Minus,,,,,,,,,,,,,
30,12ef,6,ממך,ממ֟נו,Morphological,Suffix Pron.,,,,,,,,,,,,4
30,12ef,7,,מפח,,,,,,,,,,,,,,4
30,12ef,8,,נפש׃,,,,,,,,,,,,,,4
30,13,1,,יסר,,,,,,,,,,,,,,5
30,13,2,,בנך,,,,,,,,,,,,,,5
30,13,3,,והכבד,,,,,,,,,,,,,,5
30,13,4,,עולו,,,,,,,,,,,,,,5
30,13,5,,פן,,,,,,,,,,,,,,5
30,13,6,,באולתו,,,,,,,,,,,,,,5
30,13,7,יתעל,ית֟לעבך׃,Lexical,Metathesis,,,,,,,,,,,,5
30,14,1,,טוב,,,,,,,,,,,,,,6
30,14,2,,מסכן,,,,,,,,,,,,,,6
30,14,3,,וחי,,,,,,,,,,,,,,6
30,14,4,,בעצמו,,,,,,,,,,,,,,6
30,14,5,,מעשיר,,,,,,,,,,,,,,6
30,14,6,,ונגע,,,,,,,,,,,,,,6
30,14,7,,בבשרו׃,,,,,,,,,,,,,,6
30,15,1,,חיי,,,,,,,,,,,,,,7
30,15,2,בשר,ש֟ר֟,Lexical,Synonym,,,,,,,,,,,,7
30,15,2,שאר,ש֟ר֟,Lexical,Synonym,,,,,,,,,,,,7
30,15,4,,אויתי,,,,,,,,,,,,,,7
30,15,5,,מפז,,,,,,,,,,,,,,7
30,15,6,,ורוח,,,,,,,,,,,,,,7
30,15,7,,טובה,,,,,,,,,,,,,,7
30,15,8,,מפנינים׃,,,,,,,,,,,,,,7
30,16,1,,אין,,,,,,,,,,,,,,8
30,16,2,,עושר,,,,,,,,,,,,,,8
30,16,3,,על,,,,,,,,,,,,,,8
30,16,4,,עושר,,,,,,,,,,,,,,8
30,16,5,שאר,ש֟ר,Lexical,Synonym,,,,,,,,,,,,8
30,16,6,,עצם,,,,,,,,,,,,,,8
30,16,7,,ואין,,,,,,,,,,,,,,8
30,16,8,,טובה,,,,,,,,,,,,,,8
30,16,9,,על,,,,,,,,,,,,,,8
30,16,10,,טוב,,,,,,,,,,,,,,8
30,16,11,שאר,לב֟ב׃,Lexical,,,,,,,,,,,,,8
30,17,1,,טוב,,,,,,,,,,,,,,9
30,17,2,,למות,,,,,,,,,,,,,,9
30,17,3,,מחיי,,,,,,,,,,,,,,9
30,17,4,,שוא,,,,,,,,,,,,,,9
30,17,5,,ונוחת,,,,,,,,,,,,,,9
30,17,6,,עולם,,,,,,,,,,,,,,9
30,17,7,מחיים,מכאב,Lexical,,,,,,,,,,,,,9
30,17,8,רעים׃,נ֟אמן׃,Lexical,,,,,,,,,,,,,9
30,17,10,,טוב,,,,,,,,,,,,,,10
30,17,11,,למות,,,,,,,,,,,,,,10
30,17,12,,מחיים,,,,,,,,,,,,,,10
30,17,13,,רעים,,,,,,,,,,,,,,10
30,17,14,ולֵרֵד,וליר֟ד,Morphological,Grammatical,,,,,,,,,,,,10
30,17,15,לשאול,֟שאול,Morphological,Preposition,,,,,,,,,,,,10
30,17,14,ולוד,וליר֟ד,Lexical,,,,,,,,,,,,,10
30,17,15,ושא׳,֟שאול,Morphological,Coordination,,,,,,,,,,,,10
30,17,16,,מכאב,,,,,,,,,,,,,,10
30,17,17,,עומד׃,,,,,,,,,,,,,,10
30,18,1,,טובה,,,,,,,,,,,,,,11
30,18,2,,שפוכה,,,,,,,,,,,,,,11
30,18,3,,על,,,,,,,,,,,,,,11
30,18,4,פום,פ֟ה,Lexical,Synonym,,,,,,,,,,,,11
30,18,5,,סתום,,,,,,,,,,,,,,11
30,18,6,,תנופה,,,,,,,,,,,,,,11
30,18,7,מצגת,מצגת,Same,,,,,,,,,,,,,11
30,18,8,,֟לפני,Plus_Minus,,,,,,,,,,,,,11
30,18,9,גלול׃,֟גלול׃,Same,,,,,,,,,,,,,11
30,19,1,מה,,,,,,,,,,,,,,,11
30,19,2,יע̊[י]לו̊,,Plus_Minus,,,,,,,,,,,,,11
30,19,5,פ̊סילי,,Plus_Minus,,,,,,,,,,,,,11
30,19,6,הגוים,,Plus_Minus,,,,,,,,,,,,,11
30,19,7,אשר,,Plus_Minus,,,,,,,,,,,,,11
30,19,8,לא,,Plus_Minus,,,,,,,,,,,,,11
30,19,9,יאכלון,,Plus_Minus,,,,,,,,,,,,,11
30,19,10,ולא,,Plus_Minus,,,,,,,,,,,,,11
30,19,11,י̊ר̊,,Plus_Minus,,,,,,,,,,,,,11
30,19,12,יחון,,Plus_Minus,,,,,,,,,,,,,11
30,19,13,כן,,Plus_Minus,,,,,,,,,,,,,11
30,19,14,מי,,Plus_Minus,,,,,,,,,,,,,11
30,19,15,[שי]ש̊,,Plus_Minus,,,,,,,,,,,,,11
30,19,17,לו,,Plus_Minus,,,,,,,,,,,,,11
30,19,18,עושר,,Plus_Minus,,,,,,,,,,,,,11
30,19,19,ואין,,Plus_Minus,,,,,,,,,,,,,11
30,19,20,נהנה,,Plus_Minus,,,,,,,,,,,,,11
30,19,21,ממנ̊ו̊׃,,Plus_Minus,,,,,,,,,,,,,11
30,20,1,,כאשר,,,,,,,,,,,,,,12
30,20,2,,סירים,,,,,,,,,,,,,,12
30,20,3,,יחבק,,,,,,,,,,,,,,12
30,20,4,,נערה,,,,,,,,,,,,,,12
30,20,5,,ומתאנח,,,,,,,,,,,,,,12
30,20,6,,כן,,,,,,,,,,,,,,12
30,20,7,,עושה,,,,,,,,,,,,,,12
30,20,8,בגזל,באונ֟ס,Lexical,,,,,,,,,,,,,12
30,20,9,,משפט׃,,,,,,,,,,,,,,12
30,20,11,,כן,,,,,,,,,,,,,,13
30,20,12,,נאמן,,,,,,,,,,,,,,13
30,20,13,,לָן,,,,,,,,,,,,,,13
30,20,14,,עם,,,,,,,,,,,,,,13
30,20,15,,בתולה,,,,,,,,,,,,,,13
30,20,16,,וייי,,,,,,,,,,,,,,13
30,20,17,,מבקש,,,,,,,,,,,,,,13
30,20,18,ביד{ן}ו׃,מי֟דו׃,,,,,,,,,,,,,,13
30,21,1,,אל,,,,,,,,,,,,,,14
30,21,2,,תתן,,,,,,,,,,,,,,14
30,21,3,,לדין,,,,,,,,,,,,,,14
30,21,4,,נפשך,,,,,,,,,,,,,,14
30,21,5,,ואל,,,,,,,,,,,,,,14
30,21,6,,תכשל,,,,,,,,,,,,,,14
30,21,7,בעצתך׃,ב֟עו֟נך׃,,,,,,,,,,,,,,14
30,21,6,תכשילך,תכשל,,,,,,,,,,,,,,14
30,21,7,עצתך׃,ב֟עו֟נך׃,,,,,,,,,,,,,,14
30,22,1,,שמחת,,,,,,,,,,,,,,15
30,22,2,,לבב,,,,,,,,,,,,,,15
30,22,3,,הם,,,,,,,,,,,,,,15
30,22,4,,חיי,,,,,,,,,,,,,,15
30,22,5,,איש,,,,,,,,,,,,,,15
30,22,6,,וגיל,,,,,,,,,,,,,,15
30,22,7,,אדם,,,,,,,,,,,,,,15
30,22,8,,האריך,,,,,,,,,,,,,,15
30,22,9,,אפו׃,,,,,,,,,,,,,,15
30,23,1,,פת,,,,,,,,,,,,,,16
30,23,2,,נפשך,,,,,,,,,,,,,,16
30,23,3,,ופייג,,,,,,,,,,,,,,16
30,23,4,,לבך,,,,,,,,,,,,,,16
30,23,5,,וקצפון,,,,,,,,,,,,,,16
30,23,6,,הרחק,,,,,,,,,,,,,,16
30,23,7,,ממך׃,,,,,,,,,,,,,,16
30,23,8,,כי̇,,,,,,,,,,,,,,17
30,23,9,,ר̇ב̇י̇ם,,,,,,,,,,,,,,17
30,23,10,,הר̇ג,,,,,,,,,,,,,,17
30,23,11,,דין,,,,,,,,,,,,,,17
30,23,12,,ואין,,,,,,,,,,,,,,17
30,23,13,,תעלה,,,,,,,,,,,,,,17
30,23,14,,בקצפון׃,,,,,,,,,,,,,,17
30,24,1,,קנאה,,,,,,,,,,,,,,18
30,24,2,,וא֟ף̊̊,,,,,,,,,,,,,,18
30,24,3,,,,,,,,,,,,,,,,18
30,24,4,,ימים,,,,,,,,,,,,,,18
30,24,5,,ובלא,,,,,,,,,,,,,,18
30,24,6,,עת,,,,,,,,,,,,,,18
30,24,7,,תזקין,,,,,,,,,,,,,,18
30,24,8,,דאגה׃,,,,,,,,,,,,,,18
30,25,1,,שנות,,,,,,,,,,,,,,1
30,25,2,,לב,,,,,,,,,,,,,,1
30,25,3,,טוב,,,,,,,,,,,,,,1
30,25,4,,תחת,,,,,,,,,,,,,,1
30,25,5,,מטעמים,,,,,,,,,,,,,,1
30,25,6,,ומאכלו,,,,,,,,,,,,,,1
30,25,7,,יעלה,,,,,,,,,,,,,,1
30,25,8,,עליו׃,,,,,,,,,,,,,,1
31,1,1,שקד,ש֟קר,Lexical,Letter interchange,,,,,,,,,,,,2
31,1,2,,עשיר,,,,,,,,,,,,,,2
31,1,3,,ימחה,,,,,,,,,,,,,,2
31,1,4,,שארו,,,,,,,,,,,,,,2
31,1,5,דאגתו,דא֟גת,Morphological,Suffix Pron.,,,,,,,,,,,,2
31,1,6,,מחיה,Plus_Minus,,,,,,,,,,,,,2
31,1,7,תפריג,תפ֟ריע,Lexical,Synonym,,,,,,,,,,,,2
31,1,8,נומ,נומה,Same,,,,,,,,,,,,,2
31,1,14,,תפריג,,,,,,,,,,,,,,2
31,2,1,,דאגת,,,,,,,,,,,,,,3
31,2,2,,מחיה,,,,,,,,,,,,,,3
31,2,3,,תפריג,,,,,,,,,,,,,,3
31,2,4,,נומה,,,,,,,,,,,,,,3
31,2,5,ומחלה,ומח֟לי,,,,,,,,,,,,,,3
31,2,6,חזֿ,חזק,Same,,,,,,,,,,,,,3
31,2,7,תפריג,תפר֟יע,Lexical,Synonym,,,,,,,,,,,,3
31,2,8,,נומה,,,,,,,,,,,,,,3
31,2,10,,רע,,,,,,,,,,,,,,4
31,2,11,,נאמן,,,,,,,,,,,,,,4
31,2,12,תנוד,תניד,Morphological,Grammatical,,,,,,,,,,,,4
31,2,13,,חרפה,,,,,,,,,,,,,,4
31,2,14,,ומסתיר,,,,,,,,,,,,,,4
31,2,15,,סוד,,,,,,,,,,,,,,4
31,2,16,,אוהב,,,,,,,,,,,,,,4
31,2,17,,כנפש׃,,,,,,,,,,,,,,4
31,3,1,עמל,עמ֟לי,Morphological,Grammatical,,,,,,,,,,,,5
31,3,2,,עשיר,,,,,,,,,,,,,,5
31,3,3,,לקבל,,,,,,,,,,,,,,5
31,3,4,,הון,,,,,,,,,,,,,,5
31,3,5,,ואם,,,,,,,,,,,,,,5
31,3,6,,ינוח,,,,,,,,,,,,,,5
31,3,7,,לקבל,,,,,,,,,,,,,,5
31,3,8,עמל,תענ֟וג׃,,,,,,,,,,,,,,5
31,4,1,,יגע,,,,,,,,,,,,,,6
31,4,2,,עני,,,,,,,,,,,,,,6
31,4,3,,לחסר,,,,,,,,,,,,,,6
31,4,4,,ביתו,,,,,,,,,,,,,,6
31,4,5,,ואם,,,,,,,,,,,,,,6
31,4,6,,ינוח,,,,,,,,,,,,,,6
31,4,7,,יהיה,,,,,,,,,,,,,,6
31,4,8,,צריך׃,,,,,,,,,,,,,,6
31,4,9,,עמל,,,,,,,,,,,,,,7
31,4,10,,עני,,,,,,,,,,,,,,7
31,4,11,,לחסר,,,,,,,,,,,,,,7
31,4,12,,כחו,,,,,,,,,,,,,,7
31,4,13,,ואם,,,,,,,,,,,,,,7
31,4,14,,ינוח,,,,,,,,,,,,,,7
31,4,15,,לא,,,,,,,,,,,,,,7
31,4,16,,נחה,,,,,,,,,,,,,,7
31,4,17,,לו׃,,,,,,,,,,,,,,7
31,5,1,,רודף,,,,,,,,,,,,,,8
31,5,2,חריץ,חרו֟ץ,Lexical,,,,,,,,,,,,,8
31,5,3,,לא,,,,,,,,,,,,,,8
31,5,4,,ינקה,,,,,,,,,,,,,,8
31,5,5,,ואוהב,,,,,,,,,,,,,,8
31,5,6,במח׳,מ֟חיר,Morphological,Preposition,,,,,,,,,,,,8
31,5,7,,בו,,,,,,,,,,,,,,8
31,5,8,,ישגה׃,,,,,,,,,,,,,,8
31,6,1,,רבים,,,,,,,,,,,,,,9
31,6,2,,היו,,,,,,,,,,,,,,9
31,6,3,חללי,חב֟ולי,Lexical,,,,,,,,,,,,,9
31,6,4,,זהב,,,,,,,,,,,,,,9
31,6,5,,והבוטח,,,,,,,,,,,,,,9
31,6,6,,על,,,,,,,,,,,,,,9
31,6,7,,פנינים׃,,,,,,,,,,,,,,9
31,6,8,ולא,ולא,,,,,,,,,,,,,,10
31,6,9,מצאו,מצאו,,,,,,,,,,,,,,10
31,6,10,להנצל,להנצל,,,,,,,,,,,,,,10
31,6,11,ביום,מרעה,Lexical,,,,,,,,,,,,,10
31,6,12,עברה,וגם,Lexical,,,,,,,,,,,,,10
31,6,13,ולהושיע,להושע,Morphological,Orthographical,,,,,,,,,,,,10
31,6,14,ביום,ביום,Same,,,,,,,,,,,,,10
31,6,15,רעﬣ׃,עברה׃,Lexical,,,,,,,,,,,,,10
31,7,1,,כי,,,,,,,,,,,,,,11
31,7,2,,תקלה,,,,,,,,,,,,,,11
31,7,3,,הוא,,,,,,,,,,,,,,11
31,7,4,,לאויל,,,,,,,,,,,,,,11
31,7,5,,וכל,,,,,,,,,,,,,,11
31,7,6,פתח,פות֟ה,Morphological,Grammatical,,,,,,,,,,,,11
31,7,7,,יוקש,,,,,,,,,,,,,,11
31,7,8,,בו׃,,,,,,,,,,,,,,11
31,8,1,,אשרי,,,,,,,,,,,,,,12
31,8,2,,איש,,,,,,,,,,,,,,12
31,8,3,מצא,נ֟מצא,Morphological,Grammatical,,,,,,,,,,,,12
31,8,4,,תמים,,,,,,,,,,,,,,12
31,8,5,,ואחר,,,,,,,,,,,,,,12
31,8,6,,ממון,,,,,,,,,,,,,,12
31,8,7,,לא,,,,,,,,,,,,,,12
31,8,8,,נלוז׃,,,,,,,,,,,,,,12
31,9,1,מי,מי,Same,,,,,,,,,,,,,13
31,9,2,הוא,הוא,Same,,,,,,,,,,,,,13
31,9,3,,זה,Plus_Minus,,,,,,,,,,,,,13
31,9,4,תאשרנו,ונאשרנו,Morphological,Grammatical,Coordination,,,,,,,,,,,13
31,9,5,כי,כי,Same,,,,,,,,,,,,,13
31,9,6,הפליא,הפליא,Same,,,,,,,,,,,,,13
31,9,7,לעשות׃,לעשות,Same,,,,,,,,,,,,,13
31,9,8,,בעמו̊̊,Plus_Minus,,,,,,,,,,,,,13
31,10ab,1,,מי,,,,,,,,,,,,,,14
31,10ab,2,,הוא,,,,,,,,,,,,,,14
31,10ab,3,,זה,,,,,,,,,,,,,,14
31,10ab,4,הנדבק,ש֟נדבק,Morphological,Determination,,,,,,,,,,,,14
31,10ab,5,,בו,,,,,,,,,,,,,,14
31,10ab,6,,והיה,,,,,,,,,,,,,,14
31,10ab,7,,לו,,,,,,,,,,,,,,14
31,10ab,8,,שלום,,,,,,,,,,,,,,14
31,10ab,9,,והיה,,,,,,,,,,,,,,14
31,10ab,10,,לו,,,,,,,,,,,,,,14
31,10ab,11,לתפארה,ת֟פא֟רה,Morphological,Grammatical,,,,,,,,,,,,14
31,10ab,11,v,ת֟פא֟רה,Morphological,Orthographical,,,,,,,,,,,,14
31,10cd,1,,כי,,,,,,,,,,,,,,15
31,10cd,2,,ברבות,,,,,,,,,,,,,,15
31,10cd,3,,שלום,,,,,,,,,,,,,,15
31,10cd,4,,חייו,,,,,,,,,,,,,,15
31,10cd,5,,אהיה,,,,,,,,,,,,,,15
31,10cd,6,,לך,,,,,,,,,,,,,,15
31,10cd,7,,לתפארת׃,,,,,,,,,,,,,,15
31,10ef,1,,מי,,,,,,,,,,,,,,16
31,10ef,2,,ברכו,,,,,,,,,,,,,,16
31,10ef,3,,וישלם,,,,,,,,,,,,,,16
31,10ef,4,,חייו,,,,,,,,,,,,,,16
31,10ef,5,אהיה,היא,Lexical,,,,,,,,,,,,,16
31,10ef,6,לך,֟לך֟,Same,,,,,,,,,,,,,16
31,10ef,7,להתפאר׃,לתפארת̇׃,Morphological,,,,,,,,,,,,,16
31,10gh,1,,מי,,,,,,,,,,,,,,17
31,10gh,2,,יוכל,,,,,,,,,,,,,,17
31,10gh,3,,לסור,,,,,,,,,,,,,,17
31,10gh,4,,ולא,,,,,,,,,,,,,,17
31,10gh,5,,סר,,,,,,,,,,,,,,17
31,10gh,6,,ולהרע,,,,,,,,,,,,,,17
31,10gh,7,,רעה,,,,,,,,,,,,,,17
31,10gh,8,,ולא,,,,,,,,,,,,,,17
31,10gh,9,,אב̊̊ה̊̊׃,,,,,,,,,,,,,,17
31,11,1,,על,,,,,,,,,,,,,,18
31,11,2,,כן,,,,,,,,,,,,,,18
31,11,3,,חזק,,,,,,,,,,,,,,18
31,11,4,,טובו,,,,,,,,,,,,,,18
31,11,5,,ותהלתו,,,,,,,,,,,,,,18
31,11,6,,יספ̇ר̇,,,,,,,,,,,,,,18
31,11,7,,ק̇ה̊̊ל̇׃,,,,,,,,,,,,,,18
31,12,1,,מוסר,,,,,,,,,,,,,,1
31,12,2,,לחם,,,,,,,,,,,,,,1
31,12,3,,ויין,,,,,,,,,,,,,,1
31,12,4,,יחדו,,,,,,,,,,,,,,1
31,12,5,,בני,,,,,,,,,,,,,,2
31,12,6,,אם,,,,,,,,,,,,,,2
31,12,7,,על,,,,,,,,,,,,,,2
31,12,8,,שלחן,,,,,,,,,,,,,,2
,,,איש,,Plus_Minus,,,,,,,,,,,,,
31,12,9,,֟גדול,,,,,,,,,,,,,,2
31,12,10,,ישבתה,,,,,,,,,,,,,,2
31,12,11,,אל,,,,,,,,,,,,,,2
31,12,12,,תפתח,,,,,,,,,,,,,,2
31,12,13,,עליו,,,,,,,,,,,,,,2
31,12,14,גרון,גר֟נך׃,Morphological,Suffix Pron.,,,,,,,,,,,,2
31,12/13a,1,,אל,,,,,,,,,,,,,,3
31,12/13a,2,,תא̇מר,,,,,,,,,,,,,,3
31,12/13a,3,,ספוק,,,,,,,,,,,,,,3
31,12/13a,4,,עליו,,,,,,,,,,,,,,3
31,12/13a,5,דע,זכו֟ר,Lexical,,,,,,,,,,,,,3
31,12/13a,6,,כי,,,,,,,,,,,,,,3
31,12/13a,7,,רעה,,,,,,,,,,,,,,3
31,12/13a,8,,עין,,,,,,,,,,,,,,3
31,12/13a,9,,רעה׃,,,,,,,,,,,,,,3
31,13bc,1,,רע,,,,,,,,,,,,,,4
31,13bc,2,,עין,,,,,,,,,,,,,,4
31,13bc,3,,שונא,,,,,,,,,,,,,,4
31,13bc,4,,אל,,,,,,,,,,,,,,4
31,13bc,5,,ורע,,,,,,,,,,,,,,4
31,13bc,6,,ממנו,,,,,,,,,,,,,,4
31,13bc,7,,לא,,,,,,,,,,,,,,4
31,13bc,8,,ברא׃,,,,,,,,,,,,,,4
31,13de,1,,כי,,,,,,,,,,,,,,5
31,13de,2,,זה,,,,,,,,,,,,,,5
31,13de,3,,מפני,,,,,,,,,,,,,,5
31,13de,4,,כל,,,,,,,,,,,,,,5
31,13de,5,,דבר,,,,,,,,,,,,,,5
31,13de,6,תזיע,תזו֟ע,Morphological,Grammatical,,,,,,,,,,,,5
31,13de,7,,עין,,,,,,,,,,,,,,5
31,13de,8,,ומפנים,,,,,,,,,,,,,,5
31,13de,9,,דמעה,,,,,,,,,,,,,,5
31,13de,10,תסיע,תד֟מע׃,Lexical,,,,,,,,,,,,,5
31,13fg,1,רע,רע,Same,,,,,,,,,,,,,6
31,13fg,2,מ׳,֟מעין,Same,,,,,,,,,,,,,6
31,13fg,3,חלק,לא,Lexical,,,,,,,,,,,,,6
31,13fg,4,אל,חלק,Lexical,,,,,,,,,,,,,6
31,13fg,5,,אל,,,,,,,,,,,,,,6
31,13fg,6,על,על,Same,,,,,,,,,,,,,6
31,13fg,7,כל,כ֟ן,Lexical,,,,,,,,,,,,,6
31,13fg,8,מלפני,מ֟פני,Morphological,Preposition,,,,,,,,,,,,6
31,13fg,9,,כל,,,,,,,,,,,,,,6
31,13fg,10,,נס,,,,,,,,,,,,,,6
31,13fg,11,,לחה׃,,,,,,,,,,,,,,6
31,14,1,,מקום,,,,,,,,,,,,,,7
31,14,2,,יביט,,,,,,,,,,,,,,7
31,14,3,,א̶ל̶,,,,,,,,,,,,,,7
31,14,4,,אל,,,,,,,,,,,,,,7
31,14,5,תשית,תו֟שיט,Lexical,,,,,,,,,,,,,7
31,14,6,,יד,,,,,,,,,,,,,,7
31,14,7,,ואל,,,,,,,,,,,,,,7
31,14,8,תיחד,די֟חד,Lexical,,Mispelling,,,,,,,,,,,7
31,14,9,,עמו,,,,,,,,,,,,,,7
31,14,10,,בטנא׃,,,,,,,,,,,,,,7
31,15,1,רעה̊̊,ד֟עה,,,,,,,,,,,,,,8
31,15,2,,רעך,,,,,,,,,,,,,,8
31,15,3,,כנפשך,,,,,,,,,,,,,,8
31,15,4,וכל,וב֟כל,Morphological,,Preposition,,,,,,,,,,,8
31,15,5,אשר,ש,Lexical,,Synonym,,,,,,,,,,,8
31,15,5,,שנאת,,,,,,,,,,,,,,8
31,15,6,,התבונן׃,,,,,,,,,,,,,,8
31,16ab,1,,הסב,,,,,,,,,,,,,,9
